Country,q#3,q#4,q#5_min,q#5_max,q#5_avg,q#5_var,q#6_min,q#6_max,q#6_avg,q#6_var,q#7_min,q#7_max,q#7_avg,q#7_var,q#8_min,q#8_max,q#8_avg,q#8_var,q#9_min,q#9_max,q#9_avg,q#9_var,q#10_min,q#10_max,q#10_avg,q#10_var,q#11,q#12_min,q#12_max,q#12_avg,q#12_var,q#13_min,q#13_max,q#13_avg,q#13_var,q#14,q#15,q#16,population,median_age,# of people aged 65 older,# of people aged 70 older,economic performance,death rates due to heart disease,diabetes prevalence,#of female smokers,#of male smokers,handwashing facilities,hospital beds per thousand people,life expectancy,human development index
Palestine,290972.0,3167.0,0.25,4.07,1.110869565217392,0.22682737684865908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,11118.0,5688.278481012659,3937894.766330181,0.0,0.093,0.317,0.19082125603864727,0.004603026021610771,3.2,10.7,5.995652173913041,4.882927956311706,170109.0,43880.0,213989.0,5101416.0,20.4,3.043,1.726,4449.898,265.91,10.59,0.0,0.0,0.0,0.0,74.05,0.708
Panama,362967.0,6209.0,0.71,2.25,1.0653117206982547,0.05586480307958284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19830.0,5730.914425427873,18315888.18583104,2344711.0,0.036,0.414,0.18056543209876552,0.00893336670629478,2.4,27.5,7.968888888888886,33.28974814814814,431459.0,187731.0,619190.0,4314768.0,29.7,7.918,5.03,22267.037,128.346,8.33,2.4,9.9,0.0,2.3,78.51,0.815
Papua New Guinea,10670.0,102.0,0.38,1.57,0.8141132075471698,0.10893591171235317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,0.0,1081.0,8947027.0,22.6,3.808,2.142,3823.194,561.494,17.65,23.5,48.8,0.0,0.0,64.5,0.555
Paraguay,267082.0,5900.0,0.58,2.65,1.1307291666666677,0.0787718641493054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6664.0,2560.963503649635,2790642.2103468473,1052556.0,0.008,0.446,0.18619410319410307,0.013993090088077803,2.2,128.5,16.00859950859952,528.5119899305184,86305.0,12361.0,98666.0,7132530.0,26.5,6.378,3.833,8827.01,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728
Peru,1761575.0,59724.0,0.92,1.9,1.1725310173697268,0.055752899161992095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23483.0,7312.100686498856,34757121.898329064,3195388.0,0.02,0.377,0.17195359628770324,0.010131802951103846,2.7,50.0,8.655769230769227,43.21544748520712,841916.0,570365.0,1412281.0,32971846.0,29.1,7.151,4.455,12236.706,85.755,5.95,4.8,0.0,0.0,1.6,76.74,0.777
Philippines,997523.0,16783.0,0.84,2.39,1.126625615763547,0.06941743126501478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,61796.0,27985.028497409327,188765388.90851432,10822497.0,0.024,0.241,0.07897105263157886,0.0019663281094182816,4.2,42.3,15.845526315789465,48.525637880886435,1522696.0,230769.0,1753465.0,109581085.0,25.2,4.803,2.661,7599.188,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718
Poland,2758856.0,65415.0,0.63,2.49,1.132241379310344,0.09901295651435366,0.0,0.0,0.0,0.0,1550.0,34864.0,10617.055096418733,91365746.58649613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-239172.0,327863.0,37156.10277777778,969072240.2699915,13685289.0,0.013,0.503,0.15615492957746482,0.01886651402499504,2.0,79.7,20.927605633802802,433.3291534219406,7765723.0,2578244.0,10343967.0,37846605.0,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,0.0,6.62,78.73,0.88
Portugal,834442.0,16965.0,0.47,3.23,1.0859213759213762,0.1698664115086719,9.0,904.0,247.2378640776699,56178.43371194266,40.0,6869.0,1575.5995145631068,2751232.672135685,0.0,0.0,0.0,0.0,9.904,884.396,275.321453125,53289.554239247795,40.0,97474.0,24357.892086330936,300919992.37924194,10157266.0,0.008,0.204,0.06254744525547444,0.002882281812208069,4.9,130.7,32.87688564476886,612.7037236341246,2194527.0,823834.0,3018383.0,10196707.0,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30.0,0.0,3.39,82.05,0.864
Qatar,202201.0,428.0,0.45,2.84,1.0632518337408312,0.08916033022279873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,10044.0,4589.3746835443035,2313046.9634097116,1854566.0,0.017,0.393,0.11058897243107764,0.009757921281901503,2.5,57.3,15.955889724310783,99.3810116770623,100000.0,0.0,1415761.0,2881060.0,31.9,1.307,0.617,116935.6,176.69,16.52,0.8,26.9,0.0,1.2,80.23,0.848
Romania,1046264.0,27394.0,0.73,2.3,1.1013054187192135,0.06532021706423369,6.0,1531.0,707.2084432717678,198515.62673609896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.986,51112.807,11622.56384090909,203726901.20521066,276.0,60206.0,17363.509493670885,126098888.60434033,7262520.0,0.016,0.298,0.12147642679900737,0.006301599320234714,3.4,61.0,14.679652605459074,163.06296067336146,3037698.0,1794505.0,4832203.0,19237682.0,43.0,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,0.0,6.892,76.05,0.828
Russia,4708640.0,106434.0,0.88,2.51,1.1177171215880874,0.12138684801950625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.0,648370.0,309733.02702702704,20689095920.723583,128099200.0,0.001,0.097,0.03347688564476887,0.00027628839516697187,10.3,1796.6,58.53673965936738,22891.103832679182,11362893.0,6789814.0,18152707.0,145934460.0,39.6,14.178,9.393,24765.954,431.297,6.18,23.4,58.3,0.0,8.05,72.58,0.824
Rwanda,24593.0,330.0,0.44,1.78,1.0620519480519488,0.08253163366503623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1884.0,21919.0,3192.2881355932204,5107839.147486353,1284779.0,0.001,0.06,0.015785145888594136,0.00016260901012460512,16.8,868.8,124.48010610079572,13614.029763383956,349702.0,0.0,349702.0,12952209.0,20.3,2.974,1.642,1854.211,191.375,4.28,4.7,21.0,4.617,0.0,69.02,0.543
Saint Helena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563.0,1009.0,4572.0,6071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0
Saint Kitts and Nevis,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11848.0,0.0,11848.0,53192.0,0.0,0.0,0.0,24654.385,0.0,12.84,0.0,0.0,0.0,2.3,76.23,0.779
Saint Lucia,4486.0,70.0,0.77,1.44,1.0333333333333337,0.050738011695906464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20247.0,0.0,23941.0,183629.0,34.9,9.721,6.405,12951.839,204.62,11.62,0.0,0.0,87.202,1.3,76.2,0.759
Saint Vincent and the Grenadines,1830.0,10.0,0.73,1.23,0.9401550387596901,0.016844937203293067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13852.0,110947.0,31.8,7.724,4.832,10727.146,252.675,11.62,0.0,0.0,0.0,2.6,72.53,0.738
Samoa,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198410.0,22.0,5.606,3.564,6021.557,348.977,9.21,16.7,38.1,0.0,0.0,73.32,0.715
San Marino,5047.0,89.0,0.05,1.41,0.7762469135802464,0.16013455631763418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17368.0,8657.0,26025.0,33938.0,0.0,0.0,0.0,56861.47,0.0,5.64,0.0,0.0,0.0,3.8,84.97,0.0
Sao Tome and Principe,2298.0,35.0,0.35,1.29,0.7096892655367234,0.06763125937629676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9724.0,0.0,9724.0,219161.0,18.7,2.886,2.162,3052.714,270.113,2.42,0.0,0.0,41.34,2.9,70.39,0.625
Saudi Arabia,412216.0,6900.0,0.77,2.41,1.08591133004926,0.08740150937901946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,73912.0,39585.770883054895,358753585.8997727,16586438.0,0.001,0.194,0.03517475728155338,0.002143071401640113,5.2,706.7,104.21456310679602,9002.94949665379,0.0,0.0,8235166.0,34813867.0,31.9,3.295,1.845,49045.411,259.538,17.72,1.8,25.4,0.0,2.7,75.13,0.854
Senegal,40135.0,1102.0,0.7,1.95,1.039695431472081,0.06202884124816405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3029.0,1158.252983293556,368757.8405340594,485308.0,0.013,0.571,0.08177349397590354,0.0027790185745391214,1.8,78.0,19.163196125907994,263.28629680657076,398941.0,0.0,398941.0,16743930.0,18.7,3.008,1.796,2470.58,241.219,2.42,0.4,16.6,20.859,0.0,67.94,0.512
Serbia,679667.0,6227.0,0.59,2.13,1.1092518703241891,0.12440592409251178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22837.0,8946.256532066509,28538822.984072525,3766407.0,0.008,0.442,0.1421341463414633,0.014297579565734686,2.3,124.9,27.584146341463416,1003.5251389054115,1944492.0,1308547.0,3253039.0,6804596.0,41.2,17.366,0.0,14048.881,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806
Seychelles,5284.0,26.0,0.11,1.3,0.6036111111111111,0.19364945987654314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66497.0,54668.0,121165.0,98340.0,36.2,8.606,5.586,26382.287,242.648,10.55,7.1,35.7,0.0,3.6,73.4,0.796
Sierra Leone,4044.0,79.0,0.7,1.37,0.9960110803324106,0.027668853062821807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42566.0,1781.0,44347.0,7976985.0,19.1,2.538,1.285,1390.3,325.721,2.42,8.8,41.3,19.275,0.0,54.7,0.452
Singapore,61006.0,30.0,0.48,2.15,1.0300476190476182,0.10772428344671206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9278789.0,0.001,0.3,0.02102695417789765,0.002395875284253975,3.3,6718.3,1600.107816711589,2695510.321906552,1364124.0,849764.0,2213888.0,5850343.0,42.4,12.922,7.049,85535.383,92.243,10.99,5.2,28.3,0.0,2.4,83.62,0.938
Slovakia,379911.0,11495.0,0.53,1.65,1.0980845771144279,0.07067369433924893,0.0,0.0,0.0,0.0,1.0,3836.0,1344.8276836158193,1968080.1821714707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,790993.0,79655.8795180723,23154760514.13007,33057190.0,0.001,0.178,0.041420537897310525,0.0018628402627913492,5.6,1000.0,127.70942928039693,56599.73117659737,1024688.0,419596.0,1444284.0,5459643.0,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,0.0,5.82,77.54,0.86
Slovenia,237028.0,4208.0,0.37,1.85,1.094398034398033,0.09825313886591515,1.0,212.0,74.54074074074074,6135.902661179701,5.0,1324.0,430.4493827160494,229671.70916628564,1.984,138.869,44.756241379310346,2294.7793963555296,0.992,899.674,278.5592241379311,94435.34940562212,2.0,8063.0,2692.6983758700694,4776678.37770038,1160553.0,0.001,0.324,0.11879529411764697,0.012157023977854666,3.1,1000.0,87.22385542168662,41684.00369597921,408984.0,175319.0,584303.0,2078932.0,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25.0,0.0,4.5,81.32,0.917
Solomon Islands,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2000.0,686878.0,20.8,3.507,2.043,2205.923,459.78,18.68,0.0,0.0,35.89,1.4,73.0,0.567
Somalia,13670.0,698.0,0.4,1.39,0.7991129032258064,0.07248120230662507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117567.0,0.0,117567.0,15893219.0,16.8,2.731,1.496,0.0,365.769,6.05,0.0,0.0,9.831,0.9,57.4,0.0
South Africa,1575471.0,54148.0,0.5,2.78,1.0902487562189056,0.11467157991138814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,77167.0,25811.868486352356,225169171.01744342,10530979.0,0.015,0.326,0.11472815533980575,0.0068291348383448134,3.1,65.2,15.18252427184467,135.42838391931377,292623.0,292623.0,292623.0,59308690.0,27.3,5.344,3.053,12294.876,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
South America,24244480.0,651128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47549477.0,21051860.0,68601337.0,430759772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,119387.0,1817.0,0.24,5.77,1.087365967365968,0.3123107774897984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67176.0,18732.671794871796,261234875.0256145,8577231.0,0.001,0.049,0.012566079295154155,8.895047934172959e-05,20.5,1876.5,165.4105726872246,48100.293720817404,2266888.0,104905.0,2371793.0,51269183.0,43.4,13.914,8.622,35938.374,85.998,6.8,6.2,40.9,0.0,12.27,83.03,0.916
South Sudan,10532.0,114.0,0.66,1.09,0.8799430199430195,0.012911107864384227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,7340.0,685.081081081081,672276.1015339666,148188.0,0.001,0.242,0.051472340425531886,0.0036174662562245357,4.1,761.4,51.48510638297876,3943.900076052512,947.0,0.0,947.0,11193729.0,19.2,3.441,2.032,1569.888,280.775,10.43,0.0,0.0,0.0,0.0,57.85,0.433
Spain,3468617.0,77591.0,0.57,3.24,1.186985645933014,0.21645598543989433,522.0,4894.0,2423.8716216216217,1163582.4632487223,4636.0,32023.0,14715.628378378378,43790367.01730275,2.963,2793.476,485.17562499999985,311642.8766639844,17.78,30640.324,5290.3368281250005,33651864.70734761,0.0,0.0,0.0,0.0,38644733.0,0.001,0.429,0.0735593220338984,0.0027703594752465795,2.3,767.9,28.261864406779672,2319.337330987266,10403462.0,3862789.0,14266251.0,46754783.0,45.5,19.436,13.799,34272.36,99.403,7.17,27.4,31.4,0.0,2.97,83.56,0.904
Sri Lanka,101379.0,642.0,0.55,1.74,1.037222222222223,0.057161475869809346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19687.0,6174.0915662650605,32864926.598844547,2562248.0,0.001,0.334,0.032632075471698094,0.001348364631541475,3.0,825.0,86.54501216545016,12825.571185583774,925242.0,0.0,925242.0,21413250.0,34.1,10.069,5.331,11669.077,197.093,10.68,0.3,27.0,0.0,3.6,76.98,0.782
Sudan,33673.0,2300.0,0.52,1.82,1.0405163043478252,0.09161793995155958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140227.0,0.0,140227.0,43849269.0,19.7,3.548,2.034,4466.507,431.388,15.67,0.0,0.0,23.437,0.8,65.31,0.51
Suriname,10045.0,198.0,0.55,2.02,1.0508695652173918,0.11320421280043208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36503.0,0.0,36503.0,586634.0,29.6,6.933,4.229,13767.119,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
Sweden,938343.0,13923.0,0.61,2.42,1.2172222222222226,0.09133358829844357,1.0,551.0,205.09112709832135,24027.372990816006,1.0,3005.0,1257.6978417266187,774885.6209305931,2.934,282.611,102.67868253968257,6928.033947867474,0.0,0.0,0.0,0.0,7566.0,48658.0,28475.8,149720780.25999996,0.0,0.007,0.247,0.08735766423357665,0.0030424122222814194,4.0,150.2,24.638321167883227,797.451852655974,2086142.0,710636.0,2796778.0,10099270.0,41.0,19.985,13.433,46949.283,133.982,4.79,18.8,18.9,0.0,2.22,82.8,0.945
Switzerland,646509.0,10570.0,0.46,3.1,1.1466987951807222,0.21345922252866908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.0,57597.0,18855.91343283582,149944088.8193717,6316731.0,0.004,0.271,0.08185373134328347,0.005260178605480061,3.7,250.0,37.30149253731339,2662.6627738917355,1453331.0,820650.0,2273981.0,8654618.0,43.1,18.436,12.644,57410.166,99.739,5.59,22.6,28.9,0.0,4.53,83.78,0.955
Syria,22135.0,1537.0,0.24,1.56,1.0521856287425149,0.05163145057191012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,17500657.0,21.7,0.0,2.577,0.0,376.264,0.0,0.0,0.0,70.598,1.5,72.7,0.567
Taiwan,1100.0,12.0,0.17,1.23,0.8068407960198994,0.11170171097250041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3244.0,438.13763440860214,149805.12084171583,203734.0,0.001,0.028,0.005114537444933899,2.0594810689126503e-05,36.1,3895.1,374.1796766743649,154588.3558456231,32389.0,0.0,42672.0,23816775.0,42.2,0.0,8.353,0.0,103.957,0.0,0.0,0.0,0.0,0.0,80.46,0.0
Tajikistan,13308.0,90.0,0.0,2.8,0.698202247191012,0.274900700669107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9537642.0,23.3,3.466,2.155,2896.913,427.698,7.11,0.0,0.0,72.704,4.8,71.1,0.668
Tanzania,509.0,21.0,-0.0,1.11,0.03018817204301075,0.01859485706440037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59734213.0,17.7,3.108,1.874,2683.304,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529
Thailand,55460.0,140.0,0.45,2.22,1.0781975308641971,0.13617675110501457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73316.0,9142.373949579833,132708092.00301886,4351770.0,0.001,0.286,0.01997040169133191,0.0015272084262657095,3.5,1000.0,306.43911205074045,101499.0937133762,972204.0,177462.0,1149666.0,69799978.0,40.1,11.373,6.89,16277.671,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777
Timor,1897.0,3.0,0.31,1.76,1.1541666666666663,0.21729097222222227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.0,0.0,2629.0,1318442.0,18.0,3.556,1.897,6570.102,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
Togo,12787.0,121.0,0.95,1.14,1.0668333333333346,0.0017299722222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2132.0,742.669099756691,199834.67396001704,305237.0,0.004,0.137,0.03582682926829263,0.0008336700118976795,7.3,265.0,45.833250620347386,1302.3947752895465,160000.0,0.0,160000.0,8278737.0,19.4,2.839,1.525,1429.813,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515
Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,105697.0,22.3,5.82,4.032,5425.621,227.49,15.42,11.8,44.4,0.0,2.6,70.91,0.725
Trinidad and Tobago,9676.0,159.0,0.01,2.28,0.8695324675324679,0.3333852359588461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30892.0,355.0764705882353,2915300.4412110723,124699.0,0.004,0.496,0.10691954022988504,0.015862573985995512,2.0,281.1,38.878205128205124,2549.8229865220264,27697.0,0.0,27697.0,1399491.0,36.2,10.014,5.819,28763.071,228.467,10.97,0.0,0.0,89.443,3.0,73.51,0.796
Tunisia,300342.0,10304.0,0.5,1.64,1.0906818181818185,0.07884776744719942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.0,8507.0,6541.176470588235,1060918.3806228375,1257117.0,0.245,0.309,0.2784444444444445,0.00047124691358024664,3.2,4.1,3.605555555555555,0.08941358024691357,306612.0,62225.0,368837.0,11818618.0,32.7,8.001,5.075,10849.297,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74
Turkey,4629969.0,38358.0,0.32,5.17,1.1319451371571085,0.340682500730717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7533.0,322128.0,116060.67848101266,5373855944.845996,45884258.0,0.013,0.193,0.06280412371134016,0.0028338843128919134,5.2,77.8,31.737371134020606,513.2880621612284,13171984.0,7958979.0,21130963.0,84339067.0,31.6,8.153,5.061,25129.341,171.285,12.13,14.1,41.1,0.0,2.81,77.69,0.82
Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15039.0,10000.0,25039.0,38718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22,0.0
Uganda,41655.0,341.0,0.63,1.76,1.057053824362605,0.05795222656469423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8223.0,2660.7698412698414,1570271.915280927,1001301.0,0.001,0.162,0.045837837837837826,0.0017724737034331623,6.2,1251.7,91.86385135135127,23134.184200031974,268317.0,0.0,268317.0,45741000.0,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544
Ukraine,2079200.0,44121.0,0.79,2.57,1.1227088607594942,0.05638025701009459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,84054.0,24561.51550387597,260606741.99394554,9240911.0,0.037,0.504,0.18180266666666664,0.01008226505955556,2.0,26.9,8.068000000000003,28.05438933333339,528028.0,5.0,528033.0,43733759.0,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,0.0,8.8,72.06,0.779
United Arab Emirates,510738.0,1571.0,0.78,2.22,1.0956467661691554,0.06283055184277654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,266023.0,99576.40389294404,4690105120.133707,40925902.0,0.001,0.024,0.010572413793103431,3.505854934601644e-05,41.5,5951.0,257.30712643678163,364733.8042940412,5081853.0,3836521.0,10215846.0,9890400.0,34.0,1.144,0.526,67293.483,317.84,17.26,1.2,37.4,0.0,1.2,77.97,0.89
United Kingdom,4420443.0,127681.0,0.49,3.34,1.0988755980861238,0.17770615198827905,60.0,4077.0,1231.6950904392766,1300666.5685288669,770.0,39248.0,11414.551020408164,102876423.512703,0.0,0.0,0.0,0.0,306.0,28791.0,8042.8421052631575,55956236.203139424,11896.0,1893830.0,359156.75773195876,119807356914.3433,145213900.0,0.002,0.3,0.04466929133858271,0.0032343578233823026,3.3,595.0,94.48398950131232,11982.401764661307,33666638.0,12587116.0,46253754.0,67886004.0,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,0.0,2.54,81.32,0.932
